text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
What's the pricing for additional users?,pricing,false,,,,bulk addition 4,"[""standard""]"
The drag and drop editor is showing incorrect data.,technical_support,false,,,,bulk addition 4,"[""standard""]"
kya aap India mein bhi service dete ho?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Mera payment method update nahi ho raha.,account_issue,false,,,,bulk addition 3,"[""hinglish""]"
Help me choose the right plan for my team.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
The notification system keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
What is the cost of white labeling?,pricing,false,,,,bulk addition 4,"[""standard""]"
Are you a robot?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
What do I need to know about audit logging?,general_question,false,,,,bulk addition 4,"[""standard""]"
The mobile app is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Get me a human on the line. I need to buy something.,sales,false,,,,confusion pair example,"[""confusion_pair""]"
Can you explain the template system?,general_question,false,,,,bulk addition 4,"[""standard""]"
Shameful that you charge for this broken software.,complaint,false,,,,bulk addition 2,"[""standard""]"
Is there an AI-powered response suggester?,product_question,false,,,,bulk addition,"[""standard""]"
I demand to speak to a human supervisor.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
two-factor authentication support karte ho?,product_question,false,,,,hinglish product question,"[""hinglish""]"
Is there a tutorial for the reporting module?,general_question,false,,,,bulk addition 4,"[""standard""]"
I'm getting a timeout error on every request.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Money back!,refund,true,,,,very short message,[]
Can I use the platform offline?,general_question,false,,,,bulk addition,"[""standard""]"
Do I need to configure the reporting module manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
Mujhe bulk SMS feature chahiye. Hai kya?,product_question,false,,,,hinglish example,"[""hinglish""]"
Technical issue causing me to want a refund.,refund,true,,,,bulk addition 3,"[""multi_intent""]"
Main AI features ke baare mein jaanna chahta hu.,product_question,false,,,,hinglish example,"[""hinglish""]"
Can you explain the refund policy and also your pricing?,general_question,false,,,,multi-intent example,"[""multi_intent""]"
Mera plan upgrade nahi ho raha hai.,sales,false,,,,bulk addition 2,"[""hinglish""]"
Do I pay extra for custom reporting?,pricing,false,,,,bulk addition 4,"[""standard""]"
refund my mony u scammers,refund,true,,,,bulk addition,"[""noisy""]"
I don't need a call. It's not that serious.,general_question,false,,,,bulk addition 3,"[""hard_negative_escalation""]"
I'm having trouble with The mobile app.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Mujhe ek insaan chahiye. Bot se nahi kaam hoga.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
Tell me a fun fact,other,false,,,,other / off-topic,"[""standard"", ""other""]"
What are your business hours?,general_question,false,,,,general info question,"[""standard""]"
You should be embarrassed by this product.,complaint,false,,,,bulk addition,"[""standard""]"
how to add team membrs,general_question,false,,,,spelling/noisy text,"[""noisy""]"
hello world,other,false,,,,other / off-topic,"[""standard"", ""other""]"
I'm not comfortable discussing this with a bot.,human_request,true,,,,bulk addition,"[""standard""]"
My entire workflow depends on this fix. I'm stuck since Monday.,technical_support,true,,,,bulk addition,"[""escalation_positive""]"
My webhooks are returning 503 errors.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Do I need to configure data export manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
I solved it myself. Thanks anyway.,technical_support,false,,,,bulk addition 2,"[""hard_negative_escalation""]"
my workflo is not runing,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Can data export be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
Starter plan kitne ka hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
The reporting dashboard is broken after the latest update.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Tell me a joke,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Can real-time sync be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
I want to talk to a human about my refund.,refund,true,,,,multi-intent example,"[""multi_intent""]"
i cant see my billng info,pricing,false,,,,spelling/noisy text,"[""noisy""]"
Maine support ticket khola but koi reply nahi.,technical_support,true,,,,bulk addition 3,"[""hinglish""]"
What's 2+2?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Do you provide onboarding training?,general_question,false,,,,bulk addition,"[""standard""]"
asdfghjkl,other,false,,,,other / off-topic,"[""standard"", ""other""]"
can u explain the pricin i dnt get it,pricing,false,,,,bulk addition 5,"[""noisy""]"
You charged me the wrong plan price.,pricing,true,,,,bulk addition 3,"[""standard""]"
Cannot resize columns in the data table.,technical_support,false,,,,bulk addition 3,"[""standard""]"
Can I set up conditional email triggers?,product_question,false,,,,bulk addition 2,"[""standard""]"
How do I connect my Slack workspace?,general_question,false,,,,bulk addition 5,"[""standard""]"
I understand now. No need to call me.,general_question,false,,,,bulk addition 2,"[""hard_negative_escalation""]"
Does it work with Microsoft Teams?,product_question,false,,,,product feature question,"[""standard""]"
Mera password reset nahi ho raha.,account_issue,false,,,,hinglish example,"[""hinglish""]"
Your lack of support is costing me money.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
Workflow automation beech mein ruk gaya.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Is this support or sales?,general_question,false,,,,bulk addition 2,"[""confusion_pair""]"
Let me speak to the sales engineering team.,sales,false,,,,bulk addition,"[""standard""]"
Does the mobile app support push notifications?,product_question,false,,,,bulk addition,"[""standard""]"
How do I sign up?,general_question,false,,,,general info question,"[""standard""]"
The drag and drop feature is broken.,technical_support,false,,,,bulk addition 3,"[""standard""]"
Love the product,other,false,,,,bulk addition 5,"[""standard""]"
My account was suspended without any notification.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Can email notifications be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
What are the benefits of email notifications?,general_question,false,,,,bulk addition 4,"[""standard""]"
Can you help me fix The reporting dashboard?,technical_support,false,,,,bulk addition 4,"[""standard""]"
Two accounts got merged erroneously.,account_issue,true,,,,bulk addition 3,"[""standard""]"
What browsers are supported?,general_question,false,,,,bulk addition,"[""standard""]"
Help me understand your refund process.,refund,false,,,,bulk addition,"[""confusion_pair""]"
Setup kaise karte hai? Koi guide hai?,general_question,false,,,,hinglish example,"[""hinglish""]"
Is the reporting module available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
How many employees do you have?,general_question,false,,,,confusion pair example,"[""confusion_pair""]"
Mai bahut pareshan hu. Please koi help karo.,general_question,true,,,,hinglish example,"[""hinglish""]"
Billing issue,pricing,false,,,,bulk addition 5,"[""standard""]"
How much for additional storage space?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
How does the free tier differ from paid?,general_question,false,,,,general info question,"[""standard""]"
Please don't escalate. I made a mistake.,other,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
can u explane the refund polcy,refund,false,,,,bulk addition,"[""noisy""]"
I'm having trouble with The notification system.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Can you explain role management?,general_question,false,,,,bulk addition 4,"[""standard""]"
Is user permissions available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
How do I update my profile picture?,general_question,false,,,,general info question,"[""standard""]"
Mera account issue hai aur refund bhi chahiye.,refund,true,,,,multi-intent example,"[""multi_intent""]"
Can the dashboard be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
I am disabled and I need extra help with your platform.,general_question,true,,,,bulk addition 2,"[""escalation_positive""]"
i paid but not gettin acsess,account_issue,true,,,,spelling/noisy text,"[""noisy""]"
The reporting dashboard stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Where is your call center? I want to ring them.,human_request,true,,,,bulk addition 2,"[""standard""]"
Don't call me. I'm just browsing your pricing.,pricing,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
Please connect me to a live support person.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
I insist on speaking with a live support agent.,human_request,true,,,,bulk addition 5,"[""standard""]"
How long does it take to set up the integration wizard?,general_question,false,,,,bulk addition 4,"[""standard""]"
Main to sirf pricing poochh raha tha but ab account bhi nahi chal raha.,pricing,false,,,,multi-intent example,"[""multi_intent""]"
my account got haxxed,account_issue,true,,,,spelling/noisy text,"[""noisy""]"
Custom scripts kaam nahi kar rahe update ke baad.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
What's the pricing for extra storage?,pricing,false,,,,bulk addition 4,"[""standard""]"
ye service free mein use kar sakte hain?,general_question,false,,,,general info question,"[""standard""]"
Bahut frustrating hai.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
I want my money back for the add-on I didn't order.,refund,true,,,,bulk addition 5,"[""standard""]"
What's your favorite color?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
My payment failed but it's working now. No help needed.,technical_support,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
