text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
the sort option has a bug that needs fixing.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
Good morning,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Do you have a loyalty program for long-term customers?,general_question,false,,,,v3 balance,"[""standard""]"
Can you explain the workflow builder?,general_question,false,,,,v3 bulk gq,"[""standard""]"
How do I generate an invoice?,general_question,false,,,,general info question,"[""standard""]"
aapke yaha bulk SMS kitne ka hai,pricing,false,,,,v3 bulk hinglish,"[""hinglish""]"
Kya aapke yaha funnel analytics available hai?,product_question,false,,,,hinglish product question,"[""hinglish""]"
the search funtion is usless,technical_support,false,,,,bulk addition 3,"[""noisy""]"
my account got haxed,account_issue,true,,,,v3 noisy,"[""noisy""]"
The refund appeared in my account. Thanks for processing.,refund,false,,,,v3 bulk resolution,"[""resolution_state""]"
Meri report generate nahi ho rahi. Error aa raha hai.,technical_support,false,,,,hinglish example,"[""hinglish""]"
Talk to someone about pricing versus talk to sales.,pricing,false,,,,bulk addition 3,"[""confusion_pair""]"
my notifikashuns r not comin thru,technical_support,false,,,,bulk addition,"[""noisy""]"
My problem was fixed. Close this request.,technical_support,false,,,,v3 esc hard neg,"[""hard_negative_escalation"", ""resolution_state""]"
The problem is no longer happening,technical_support,false,,,,v3 negation,"[""negation"", ""resolution_state""]"
How do I contact support urgently?,general_question,false,,,,bulk addition,"[""standard""]"
Do not escalate this ticket. It's a simple question.,general_question,false,,,,v3 negation,"[""negation""]"
kya main apna billing cycle change kar sakta hu,pricing,false,,,,,"[""hinglish""]"
u overcharged me for the last 3 months fix it,pricing,true,,,,v3 bulk noisy3,"[""noisy""]"
No I don't need a call. Email is sufficient.,general_question,false,,,,v3 negation,"[""negation""]"
Please escalate to a human representative.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
How do I export user data?,general_question,false,,,,general info question,"[""standard""]"
mujhe aapki service recommend karni hai kisi ko kaise kare,general_question,false,,,,,"[""hinglish""]"
What is the cost of the mobile app?,pricing,false,,,,v3 bulk pricing,"[""standard"", ""pricing""]"
This has financial reporting implications for our quarter close.,technical_support,true,,,,v3 bulk esc+,"[""escalation_positive""]"
i m gettin erors in my report,technical_support,false,,,,v3 noisy,"[""noisy""]"
refnd my mony or i su,refund,true,,,,v3 noisy,"[""noisy""]"
We have budget approval. Let's move forward.,sales,false,,,,bulk addition,"[""standard""]"
The PDF export keeps failing.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
The form submission is returning 403 errors.,technical_support,false,,,,bulk addition 2,"[""standard""]"
aapki service ki pricing bahut confusing hai,pricing,false,,,,v3 bulk hinglish,"[""hinglish""]"
I need a root cause analysis for this recurring outage.,technical_support,true,,,,v3 bulk esc+,"[""escalation_positive""]"
Can the dashboard be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
Do I pay extra for API access for 100k calls?,pricing,false,,,,bulk addition 4,"[""standard""]"
Setup fee hai kya?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
Do you have a dedicated IP option?,product_question,false,,,,bulk addition 3,"[""standard""]"
I need information about user management.,general_question,false,,,,v3 bulk gq3,"[""standard""]"
How does the calendar sync work in your platform?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Do you have video tutorials?,general_question,false,,,,general info question,"[""standard""]"
mujhe aapke product ki latest pricing bhejo,pricing,false,,,,v4 hinglish,"[""hinglish""]"
Do I need to configure the reporting module manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
Let me speak to someone who understands my problem.,human_request,true,,,,v3 balance,"[""standard""]"
data export kaise kare?,general_question,false,,,,hinglish general question,"[""hinglish""]"
What's the pricing for SSO integration?,pricing,false,,,,bulk addition 4,"[""standard""]"
Aapki vajah se mera client loss ho raha hai. Ab legal action lunga.,complaint,true,,,,v3 bulk esc+,"[""escalation_positive"", ""hinglish""]"
mujhe aapke software mein custom field add karne hain,product_question,false,,,,v3 bulk hinglish,"[""hinglish""]"
Forget I said anything about being upset. I'm fine now.,complaint,false,,,,v3 bulk esc-,"[""hard_negative_escalation"", ""resolution_state""]"
Your documentation is outdated and inaccurate.,complaint,false,,,,bulk addition,"[""standard""]"
How much for API access for 100k calls?,pricing,false,,,,bulk addition 4,"[""standard""]"
I insist on speaking to a human agent.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
mujhe aapke yaha par dedicated server chahiye,sales,false,,,,v4 hinglish,"[""hinglish""]"
Mai theek hu. Koi action mat lo.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation"", ""hinglish""]"
Please escalate to your highest level of support. This is critical.,human_request,true,,,,v3 esc hard pos,"[""escalation_positive""]"
How is custom integrations priced?,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
Can you guide me through activity tracking?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
Don't call me about this. Email response is fine.,general_question,false,,,,v3 esc hard neg,"[""hard_negative_escalation""]"
I need information about subscription management.,general_question,false,,,,v3 bulk gq3,"[""standard""]"
How do I configure subscription management?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
my invoice is rong,pricing,false,,,,spelling/noisy text,"[""noisy""]"
Are you selling this or just providing information?,general_question,false,,,,bulk addition,"[""confusion_pair""]"
mera account mein kuch settings theek nahi hain,account_issue,false,,,,v3 bulk hinglish,"[""hinglish""]"
The PDF export is not loading properly.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
Does the premium plan have everything the pro plan has?,product_question,false,,,,v4 confusion,"[""confusion_pair""]"
I have an account issue and it's making me very angry.,account_issue,false,,,,multi-intent example,"[""multi_intent""]"
Can I set up recurring reports?,general_question,false,,,,bulk addition,"[""standard""]"
aapki app ki quality improve karo warna switch kar dunga,complaint,true,,,,,"[""hinglish""]"
I get an error when using The API endpoint.,technical_support,false,,,,bulk addition 4,"[""standard""]"
aapne mera annual plan ka amount galat liya,pricing,true,,,,v3 bulk hinglish,"[""hinglish""]"
I'm having trouble with File upload.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
The data table freezes when I scroll.,technical_support,false,,,,bulk addition 3,"[""standard""]"
Multiple users in my organization are affected by this bug.,technical_support,true,,,,v3 bulk esc+,"[""escalation_positive""]"
Mujhe call karo. Bot se baat nahi karni.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
My sub-accounts are not visible after upgrade.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
I was wrong. Your service is fine.,complaint,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
Cannot resize columns in the data table.,technical_support,false,,,,bulk addition 3,"[""standard""]"
Can I speak to technical support about my account?,account_issue,false,,,,bulk addition,"[""confusion_pair""]"
The login page is broken after the latest update.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
Do you charge per seat or flat rate?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
I don't want to speak to a manager. You answered my question.,general_question,false,,,,v3 esc hard neg,"[""hard_negative_escalation""]"
ur premium plan is way overpriced,pricing,false,,,,bulk addition 5,"[""noisy""]"
10 aur seats add karni hain.,sales,false,,,,hinglish sales,"[""hinglish""]"
Pricing monthly hai ya yearly?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
Do you charge for migrations?,pricing,false,,,,bulk addition 3,"[""standard""]"
ur support team is usless they never help,complaint,false,,,,bulk addition 2,"[""noisy""]"
I get an error when using The PDF export.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
Enterprise features ka walkthrough chahiye.,sales,false,,,,hinglish sales,"[""hinglish""]"
I'm angry about my account issue but I don't need anyone to call me.,account_issue,false,,,,multi-intent example,"[""multi_intent""]"
Nobody needs to follow up. I'll manage.,general_question,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
I need to buy but I'm locked out of my account.,sales,true,,,,bulk addition 3,"[""multi_intent""]"
Kya aap Hindi mein support dete ho?,general_question,false,,,,bulk addition,"[""hinglish""]"
the feature i need is not availabl,product_question,false,,,,v4 noisy,"[""noisy""]"
Har baar same problem. Koi fix nahi karta.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
Where can I find documentation about the analytics dashboard?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Your export function is completely unreliable,complaint,false,,,,v3 bulk confusion,"[""standard""]"
My business operations are halted because of you.,technical_support,true,,,,bulk addition 2,"[""escalation_positive""]"
I do not want this to be escalated to management.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
the export buttin does nothng,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Wow,other,false,,,,very short message,[]
aapne mujhe wrong currency mein bill kiya,pricing,true,,,,,"[""hinglish""]"
Does your software have a mobile SDK?,product_question,false,,,,product feature question,"[""standard""]"
What is the cost of SSO integration?,pricing,false,,,,v3 bulk pricing,"[""standard"", ""pricing""]"
Deadline miss ho jayegi. Please koi help karo.,technical_support,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
What are the costs for API access?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Email delivery is showing incorrect data.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Can I use the platform offline?,general_question,false,,,,bulk addition,"[""standard""]"
mera API integration kaam nahi kar raha help karo,technical_support,false,,,,v3 bulk hinglish3,"[""hinglish""]"
"Bas price batao, koi call mat karo",pricing,false,,,,,"[""hinglish"", ""hard_negative_escalation""]"
No escalation. Simple thing. Don't overcomplicate it.,general_question,false,,,,v3 bulk esc-3,"[""hard_negative_escalation""]"
What's the pricing for the mobile app?,pricing,false,,,,bulk addition 4,"[""standard""]"
mujhe aapki service ka refund chahiye,refund,true,,,,v4 hinglish,"[""hinglish""]"
this websit is so slo its anoyin,technical_support,false,,,,bulk addition,"[""noisy""]"
mera payment ka refund kab tak aayega,refund,true,,,,v4 hinglish,"[""hinglish""]"
mujhe senior se baat karni hai urgent,human_request,true,,,,,"[""hinglish""]"
My account is showing as inactive even though I'm paying.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Data export is not working.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Is there a tutorial for role management?,general_question,false,,,,v3 bulk gq,"[""standard""]"
How do you handle data privacy?,general_question,false,,,,v3 balance,"[""standard""]"
Is there a tutorial for team management?,general_question,false,,,,v3 bulk gq,"[""standard""]"
How do I set up activity logs?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Switch me to the enterprise plan immediately.,sales,false,,,,v3 info vs action,"[""standard""]"
